transaction_amount,transaction_time,distance_from_home_km,merchant_risk_score,device_trust_score,failed_attempts,previous_transactions,account_age_days,online_transaction,international_transaction,is_fraud
9.73,4846,12.02,0.09,0.644,0,12,806,0,0,0
38.37,69871,13.22,0.217,0.851,0,8,721,1,1,0
27.73,13360,19.69,0.296,0.813,1,12,549,0,1,0
4.02,30745,15.09,0.226,0.752,1,14,351,1,0,0
98.3,49990,110.67,0.15,0.732,0,8,48,1,0,0
37.82,53117,0.65,0.125,0.849,0,11,187,1,0,0
28.76,60624,35.44,0.163,0.898,0,11,3876,1,0,0
19.34,23576,1.31,0.123,0.603,1,14,1577,1,0,0
37.5,49796,14.1,0.176,0.92,0,5,646,1,0,0
38.9,75956,5.64,0.366,0.743,0,5,238,1,0,0
37.38,66132,72.65,0.173,0.987,0,6,330,0,0,0
63.71,71925,32.05,0.172,0.579,0,7,178,0,0,0
76.42,51962,15.54,0.008,0.855,0,9,2155,0,0,0
134.89,70072,76.04,0.107,0.809,1,9,3460,1,0,0
13.88,82387,31.94,0.342,0.814,1,8,374,1,0,0
17.14,9156,75.88,0.353,0.806,1,4,95,1,0,0
36.2,42597,30.48,0.209,0.572,0,12,100,0,0,0
14.54,51938,2.02,0.235,0.818,0,6,4011,0,0,0
16.54,84728,23.95,0.176,0.68,0,11,721,1,0,0
39.65,54941,98.24,0.073,0.663,2,9,897,1,0,0
55.74,32979,6.03,0.275,0.403,0,6,130,1,0,0
75.24,80931,39.34,0.134,0.697,0,12,1223,1,0,0
23.24,60655,5.1,0.091,0.941,0,5,346,0,0,0
39.27,23915,15.05,0.218,0.659,0,9,179,0,0,0
32.92,57774,2.21,0.195,0.756,0,15,1348,1,0,0
27.5,3258,10.41,0.367,0.505,0,8,1735,1,0,0
14.11,82179,37.43,0.173,0.489,0,7,779,0,0,0
12.75,34522,1.16,0.218,0.816,0,7,682,0,1,0
46.22,43357,9.65,0.23,0.639,0,8,137,1,0,0
13.93,62146,24.84,0.092,0.777,0,7,218,1,0,0
6.54,65581,74.18,0.283,1.0,0,8,1319,0,0,0
26.43,24538,7.04,0.156,0.927,0,6,459,0,1,0
86.85,34723,4.75,0.225,0.426,0,11,835,1,0,0
2.9,2274,5.69,0.358,0.613,1,11,1043,1,1,0
21.53,7735,6.76,0.087,0.827,1,7,528,1,0,0
46.53,1739,25.42,0.227,1.0,0,12,1911,1,0,0
6.3,80849,165.52,0.049,0.714,0,8,71,1,0,0
22.86,13549,18.54,0.356,0.772,0,10,2381,1,0,0
10.9,78948,7.92,0.113,0.441,1,12,314,0,0,0
12.11,31510,34.36,0.147,0.588,0,9,554,1,0,0
19.65,82253,4.31,0.082,0.715,1,8,52,1,0,0
11.04,67066,0.76,0.272,0.653,0,15,1140,1,0,0
10.33,555,23.24,0.396,0.76,0,7,409,1,0,0
25.86,26624,5.9,0.231,0.731,1,6,1609,0,0,0
161.05,20417,12.74,0.302,0.803,0,10,1388,1,0,0
49.71,83083,6.57,0.141,0.747,0,11,3321,1,0,0
60.85,71564,62.54,0.392,0.829,0,13,854,1,0,0
51.31,45978,10.31,0.278,0.828,1,5,934,1,0,0
15.52,32498,14.9,0.162,0.768,0,8,969,1,0,0
34.77,51172,6.69,0.183,0.77,0,10,1635,0,0,0
65.25,40453,2.22,0.088,0.689,0,10,1256,1,0,0
52.6,6023,17.96,0.31,0.767,0,10,1387,1,0,0
31.68,51092,50.76,0.454,0.579,0,5,3356,1,0,0
41.1,53548,10.83,0.166,0.89,0,8,764,0,1,0
194.47,62533,37.96,0.071,1.0,0,9,829,1,0,0
53.07,7016,0.83,0.284,0.982,0,9,215,0,0,0
21.07,58554,6.71,0.232,0.783,0,6,162,1,0,0
25.55,53405,3.52,0.257,0.625,0,9,1454,1,0,0
11.67,9546,12.89,0.221,0.735,0,10,2235,1,0,0
177.26,38793,56.19,0.109,0.704,1,7,1945,1,0,0
97.82,40344,11.69,0.147,1.0,0,15,655,0,0,0
28.98,72143,23.12,0.166,0.505,0,11,975,0,0,0
155.19,26706,57.1,0.364,0.691,0,14,287,1,0,0
44.97,40521,11.15,0.036,0.843,1,7,202,0,1,0
19.21,23406,11.38,0.1,0.639,0,12,2604,1,0,0
55.99,36035,2.3,0.228,0.939,0,8,193,1,1,0
37.3,14542,10.73,0.137,0.925,0,9,193,0,0,0
53.0,70790,34.28,0.153,0.731,1,10,1309,1,0,0
9.07,69739,46.55,0.192,0.822,0,11,1953,1,0,0
14.18,38658,32.07,0.073,0.904,0,6,760,1,0,0
89.19,12452,0.17,0.286,0.914,0,6,3614,0,0,0
105.06,22681,3.11,0.162,0.763,0,7,1051,0,0,0
84.11,20826,32.82,0.387,1.0,0,8,2710,0,0,0
159.96,17432,71.35,0.133,0.951,1,10,105,0,0,0
43.03,18343,29.72,0.054,0.764,0,10,439,0,0,0
40.68,52850,6.41,0.172,0.847,0,9,800,0,1,0
13.06,54827,2.84,0.143,0.517,0,11,151,0,1,0
17.04,40659,52.39,0.174,0.28,0,5,258,1,0,0
5.53,64237,2.61,0.158,0.832,1,8,912,1,0,0
20.96,47841,4.09,0.177,0.99,0,8,1330,1,0,0
5.22,42201,22.7,0.117,0.6,0,4,238,1,0,0
64.38,20314,5.27,0.244,1.0,0,7,822,0,0,0
36.99,54517,6.46,0.091,0.707,0,8,169,1,0,0
5.36,47416,3.84,0.134,0.536,1,6,240,1,0,0
23.29,74603,72.21,0.222,0.746,0,9,872,1,0,0
130.86,11912,3.34,0.189,0.495,1,13,535,1,0,0
24.52,79637,66.96,0.126,0.962,0,11,3008,1,0,0
12.2,55755,9.87,0.22,0.816,0,11,1057,1,0,0
6.5,15941,43.09,0.08,0.553,0,9,547,0,0,0
6.66,54938,74.89,0.329,0.71,1,15,4429,1,0,0
41.62,14591,18.31,0.029,0.96,0,11,1391,1,0,0
19.16,28281,36.76,0.159,0.772,0,7,42,1,0,0
20.48,11730,7.73,0.137,0.74,0,9,201,1,0,0
19.22,9011,12.07,0.159,0.58,1,12,105,0,0,0
24.24,36677,20.13,0.005,1.0,0,8,196,0,0,0
10.16,62969,47.5,0.153,0.611,0,11,181,1,0,0
34.91,44976,24.24,0.293,0.672,0,16,159,1,0,0
8.69,67420,0.56,0.044,0.383,0,9,78,0,1,0
14.81,70038,9.09,0.049,0.67,0,10,716,0,0,0
60.87,28564,50.06,0.086,0.655,0,4,1006,0,0,0
36.63,7497,6.87,0.304,0.606,0,10,653,0,0,0
46.92,8298,11.47,0.133,0.752,0,6,794,1,1,0
151.46,10887,12.34,0.247,0.731,0,6,665,0,1,0
25.85,10677,4.19,0.135,0.789,1,8,803,1,0,0
27.58,29362,10.76,0.207,0.914,0,6,1257,1,1,0
21.95,20413,42.51,0.221,0.762,0,8,1704,1,1,0
19.02,34193,47.28,0.254,0.732,0,12,419,1,0,0
12.08,70141,21.74,0.188,0.654,0,9,418,1,0,0
29.0,80563,28.39,0.373,0.61,0,9,514,0,0,0
36.02,20440,19.12,0.17,1.0,0,8,1277,1,0,0
37.66,65776,1.13,0.117,0.754,0,10,357,0,0,0
28.55,17880,29.82,0.466,0.771,1,11,582,1,0,0
56.88,46365,141.74,0.146,1.0,1,9,1809,0,0,0
27.76,59850,6.46,0.014,0.523,0,9,1024,1,0,0
19.54,29466,100.65,0.058,0.922,0,10,215,1,1,0
12.92,11164,152.68,0.354,0.716,0,9,1421,1,0,0
7.85,28595,3.81,0.276,0.657,0,6,1401,0,0,0
87.21,51913,65.14,0.501,0.745,0,10,220,0,0,0
15.5,33373,28.14,0.199,0.86,0,10,1244,0,1,0
12.93,31178,15.7,0.228,0.786,0,7,110,0,0,0
19.41,1038,10.57,0.125,0.668,0,6,216,1,0,0
21.7,33174,24.84,0.266,1.0,0,12,2367,1,1,0
100.57,66607,46.25,0.238,0.729,0,4,303,0,0,0
20.85,53361,0.87,0.194,0.389,0,17,2327,1,0,0
222.9,21005,19.17,0.49,0.638,0,10,173,1,0,0
28.53,45877,26.26,0.08,0.68,0,3,278,1,0,0
140.56,20827,0.65,0.226,0.694,1,8,1181,0,0,0
55.43,62405,54.97,0.072,0.784,0,5,324,1,0,0
36.19,47274,75.8,0.058,0.701,2,8,482,0,0,0
95.8,50604,23.7,0.166,0.668,0,7,469,0,0,0
66.54,84373,3.11,0.154,0.408,0,9,1804,1,0,0
45.05,68523,67.36,0.143,0.692,1,10,1109,1,0,0
173.14,19173,40.87,0.346,0.947,0,14,3373,0,0,0
18.2,200,0.72,0.134,0.724,1,5,942,0,0,0
12.23,40593,21.64,0.212,0.616,0,9,403,1,0,0
15.78,22584,3.04,0.221,0.701,0,14,1330,0,0,0
110.15,79956,3.8,0.092,0.757,0,11,77,1,0,0
86.54,58126,5.35,0.155,0.549,0,8,1853,0,0,0
17.81,5225,12.61,0.27,0.797,0,10,1406,0,0,0
4.12,70457,52.26,0.092,0.81,0,10,1283,1,0,0
23.0,36481,0.79,0.049,0.639,1,11,806,0,0,0
12.05,22036,29.22,0.09,0.348,0,7,1362,1,0,0
18.26,9130,83.49,0.355,0.542,0,7,260,0,0,0
11.66,35884,25.63,0.045,0.827,1,8,533,1,0,0
7.48,26996,42.27,0.321,0.776,0,14,1109,0,0,0
122.31,54342,58.01,0.182,0.59,1,5,377,0,0,0
15.69,41723,31.36,0.15,0.92,0,9,174,1,0,0
83.94,37387,26.96,0.242,0.97,0,8,435,1,0,0
22.71,59142,0.45,0.441,0.548,0,8,449,0,0,0
10.97,70724,18.29,0.419,0.743,1,11,406,1,0,0
40.74,62574,15.84,0.304,0.771,0,9,297,0,0,0
19.83,37734,18.49,0.143,0.964,0,12,129,1,0,0
22.97,74997,14.16,0.151,0.715,0,13,181,0,0,0
30.45,16342,59.26,0.174,0.564,0,8,115,1,1,0
14.16,23924,54.96,0.081,0.725,1,5,799,0,0,0
7.41,86113,3.36,0.26,0.514,1,12,2608,1,0,0
26.02,43800,19.03,0.382,0.982,0,10,1129,1,0,0
58.62,21825,80.2,0.17,1.0,0,5,330,0,0,0
13.18,80690,22.82,0.197,0.741,0,11,456,1,0,0
30.67,41633,40.45,0.189,0.799,1,9,3071,1,0,0
90.41,37372,11.68,0.176,0.828,0,13,43,1,0,0
25.23,41901,11.84,0.313,0.903,0,6,205,1,0,0
29.05,17326,9.85,0.382,0.66,0,8,976,1,0,0
28.34,69279,0.55,0.425,1.0,0,11,557,0,0,0
15.71,71819,64.71,0.133,0.814,0,9,490,1,0,0
12.25,36604,10.76,0.236,0.932,1,8,899,0,0,0
12.29,80274,11.44,0.465,0.808,0,10,1202,0,0,0
36.4,9381,35.63,0.035,0.761,1,7,304,0,0,0
49.71,45816,18.71,0.138,0.904,0,13,435,1,0,0
51.63,43913,11.24,0.185,0.596,1,9,740,1,0,0
20.03,10505,53.77,0.252,0.555,0,6,133,1,0,0
65.02,62818,43.63,0.244,0.673,0,7,978,1,0,0
34.67,15414,94.09,0.214,0.904,0,16,658,1,0,0
28.69,72927,25.61,0.039,0.92,0,11,209,1,0,0
1.87,24311,29.29,0.369,0.701,0,11,1902,1,0,0
14.1,34677,9.81,0.303,0.995,0,9,1966,1,0,0
8.03,59590,2.62,0.426,0.812,0,10,1170,1,1,0
44.78,35442,2.8,0.179,0.624,1,13,1119,0,1,0
29.25,3324,25.96,0.432,0.762,0,9,610,1,0,0
11.5,68138,3.01,0.274,0.936,0,8,249,1,0,0
34.59,65690,59.28,0.316,0.698,0,9,592,0,0,0
8.68,27423,30.42,0.209,0.756,0,11,34,0,0,0
11.76,63151,6.41,0.241,0.591,0,12,1377,1,0,0
15.36,12057,8.19,0.103,0.627,1,12,386,1,1,0
41.77,61397,30.94,0.199,0.739,0,10,925,1,0,0
83.06,44601,43.45,0.174,0.517,0,10,1105,1,0,0
16.97,43339,45.73,0.279,0.668,0,7,286,0,0,0
78.1,20887,22.97,0.15,0.781,0,7,326,1,0,0
28.16,1527,4.22,0.403,0.721,0,12,732,1,0,0
32.75,17069,42.64,0.15,0.247,0,10,502,0,0,0
25.76,75193,39.21,0.393,0.558,0,14,1247,1,0,0
23.15,16348,45.1,0.261,0.692,0,9,616,1,0,0
38.53,31999,4.29,0.315,0.99,0,11,128,1,0,0
49.02,21593,28.83,0.011,0.968,0,6,1350,0,0,0
13.36,12428,80.62,0.342,0.596,0,9,109,0,0,0
23.3,82789,7.39,0.4,0.925,0,8,177,1,0,0
103.07,68613,31.53,0.188,0.798,0,6,719,0,0,0
31.24,28389,7.49,0.19,0.737,0,10,579,0,0,0
34.1,904,9.17,0.267,0.533,0,7,38,1,0,0
68.98,13651,16.6,0.304,0.846,0,4,851,1,0,0
18.16,66778,56.33,0.139,0.89,0,8,134,1,0,0
26.39,43586,0.99,0.171,0.57,0,7,508,1,0,0
52.12,68247,114.25,0.178,0.58,1,11,576,1,1,0
73.05,1294,36.97,0.141,0.699,0,10,745,1,0,0
4.09,38705,11.15,0.218,0.741,0,9,86,1,0,0
15.04,67092,10.93,0.156,0.676,0,10,177,1,0,0
12.2,27136,16.49,0.345,0.563,0,10,36,0,0,0
24.56,82656,52.08,0.486,0.895,0,9,551,1,0,0
12.96,49930,0.45,0.466,1.0,0,8,711,0,0,0
46.12,38293,19.87,0.194,0.678,0,5,1840,0,1,0
31.12,40293,1.44,0.175,0.916,0,9,743,0,0,0
55.22,12375,3.07,0.317,0.744,0,12,341,1,0,0
58.11,30064,29.33,0.146,0.448,0,12,497,0,0,0
46.68,70320,6.67,0.183,0.396,0,9,760,1,1,0
20.73,57152,1.06,0.152,0.724,0,9,1737,1,0,0
29.47,72330,4.49,0.054,1.0,1,9,685,1,0,0
22.48,31682,107.22,0.386,0.528,1,11,1167,1,1,1
9.1,71233,36.72,0.221,0.542,0,6,1778,1,0,0
58.15,68383,24.52,0.033,0.934,0,10,362,0,0,0
25.35,69647,33.21,0.026,0.584,0,7,302,1,0,0
8.15,26991,11.54,0.15,1.0,0,10,579,1,0,0
41.66,22778,3.0,0.048,0.931,0,8,78,0,0,0
22.67,78617,40.91,0.313,0.712,0,15,3164,1,1,0
5.22,45415,3.78,0.249,0.88,0,10,71,0,0,0
38.39,73958,79.26,0.606,0.302,3,10,1568,1,1,1
15.48,30537,7.6,0.286,0.82,0,6,264,0,0,0
32.09,56572,8.79,0.061,1.0,0,7,301,1,0,0
50.93,40887,23.02,0.084,0.569,0,8,175,0,0,0
49.55,62051,4.49,0.072,0.971,0,5,1089,0,0,0
43.92,39517,14.76,0.22,0.33,1,12,860,0,0,0
26.38,11656,25.45,0.258,0.45,0,13,125,0,1,0
107.53,66054,50.8,0.237,0.656,0,10,1375,1,0,0
47.46,75840,11.6,0.223,0.92,0,12,2825,0,0,0
32.38,10458,9.59,0.463,0.371,0,10,1444,1,0,0
42.66,36619,11.47,0.075,1.0,0,11,462,0,0,0
19.7,37772,17.37,0.166,0.731,0,7,758,1,0,0
25.9,25609,9.39,0.101,0.882,0,5,163,1,0,0
5.13,74493,7.21,0.226,0.476,0,8,147,1,0,0
19.9,81575,11.76,0.051,0.626,0,6,1243,0,0,0
110.82,78754,37.61,0.332,0.69,0,7,1211,1,0,0
30.53,40975,7.29,0.298,0.472,1,4,1207,0,0,0
29.53,80416,46.55,0.173,0.847,1,9,597,0,0,0
60.27,56244,8.39,0.266,0.624,0,12,527,0,1,0
36.1,75298,23.1,0.144,0.878,0,9,1285,1,0,0
14.45,63670,88.49,0.158,0.683,1,7,934,0,0,0
27.63,46181,75.81,0.236,0.758,1,4,891,1,0,0
10.93,37195,14.26,0.179,0.414,0,8,911,0,0,0
31.4,32846,1.75,0.109,0.822,1,10,630,1,0,0
13.87,27664,58.23,0.132,1.0,0,11,941,1,0,0
56.98,50970,3.39,0.086,0.478,0,9,645,1,0,0
18.03,9236,64.28,0.091,0.772,0,11,912,0,0,0
14.02,80794,32.98,0.063,0.733,1,7,79,1,0,0
24.77,75339,68.04,0.247,0.982,1,12,592,1,0,0
36.32,65967,27.37,0.162,0.481,0,8,516,0,0,0
10.32,27179,133.03,0.16,0.723,0,8,2003,0,0,0
17.87,13336,15.73,0.297,0.903,0,8,752,1,0,0
29.49,80174,10.0,0.285,0.696,0,10,553,1,0,0
79.1,64790,12.49,0.144,0.653,0,9,1847,1,0,0
3.59,46897,10.78,0.144,0.87,0,7,404,1,0,0
44.35,48192,12.8,0.161,1.0,0,11,940,1,0,0
19.95,53502,54.11,0.156,0.74,1,9,1366,1,0,0
18.25,41231,22.42,0.242,0.949,0,10,978,1,0,0
15.72,28283,32.34,0.126,0.561,1,6,1796,1,0,0
20.26,47102,8.49,0.067,0.762,1,7,1172,1,0,0
44.55,37199,114.81,0.084,0.585,0,12,342,1,0,0
17.65,41717,8.24,0.164,0.637,1,14,1159,1,0,0
102.19,69839,4.33,0.031,0.723,0,8,483,1,0,0
44.66,41073,37.65,0.296,0.658,0,8,1446,1,1,0
31.77,64252,45.67,0.152,0.894,1,10,336,1,0,0
23.74,5016,12.51,0.213,0.808,0,10,412,0,0,0
71.48,34730,51.02,0.471,0.409,2,7,744,1,0,1
78.95,63643,13.37,0.219,0.709,0,11,2958,0,0,0
10.71,3065,8.7,0.11,0.569,1,10,1339,1,0,0
15.46,36716,41.97,0.192,0.717,0,13,2196,0,0,0
45.05,7106,35.37,0.289,0.753,0,5,504,0,0,0
57.36,63326,16.61,0.062,0.703,1,9,581,1,0,0
21.32,47456,15.2,0.294,0.668,1,6,74,1,0,0
14.97,17312,4.97,0.171,0.813,1,12,455,1,0,0
28.87,38190,25.35,0.106,0.471,0,7,634,1,0,0
88.35,78965,64.32,0.061,0.839,0,5,406,1,1,0
28.02,43042,31.72,0.161,0.531,1,8,736,1,1,0
9.86,68451,17.64,0.066,0.782,0,10,268,0,0,0
29.6,25919,0.99,0.162,0.788,1,7,330,1,0,0
50.71,61657,66.58,0.242,0.648,0,9,1611,1,0,0
25.0,14199,9.21,0.313,0.808,0,9,259,1,0,0
74.18,43051,8.92,0.34,0.614,0,9,1600,0,0,0
54.2,9389,15.85,0.094,0.54,1,11,1220,0,1,0
25.81,61194,14.02,0.32,0.52,0,10,582,1,0,0
28.06,9048,81.99,0.129,0.936,0,8,338,0,0,0
6.21,59322,4.51,0.102,0.806,0,10,1242,1,0,0
71.39,31546,29.21,0.476,0.864,0,11,204,1,0,0
20.83,64417,2.82,0.34,0.965,1,6,98,0,0,0
19.69,53652,8.11,0.288,0.506,0,7,159,1,0,0
17.46,23249,32.02,0.099,0.61,0,13,116,1,0,0
39.07,64199,40.75,0.408,0.839,0,8,3812,1,0,0
10.99,16179,15.82,0.057,0.838,0,8,39,0,1,0
12.34,845,38.94,0.311,0.875,0,12,1025,1,0,0
26.0,39058,68.38,0.268,0.552,0,6,642,0,0,0
16.42,18131,68.64,0.145,0.762,0,6,63,0,0,0
35.45,37733,10.48,0.214,0.663,0,7,250,1,0,0
16.91,58911,9.35,0.067,0.94,1,7,136,0,0,0
97.13,345,32.41,0.208,0.981,0,6,380,1,0,0
47.22,16539,26.54,0.423,0.837,1,9,132,0,1,0
46.75,48715,12.45,0.154,0.808,0,10,159,0,0,0
16.71,61154,6.49,0.131,0.573,0,13,112,0,0,0
185.78,30496,24.09,0.143,0.586,0,10,1376,0,1,0
19.08,49255,14.06,0.547,0.921,1,9,1936,1,0,0
15.32,45009,3.54,0.071,0.83,0,11,1820,1,0,0
47.72,36299,25.49,0.61,0.641,0,11,80,1,0,0
31.7,3875,29.91,0.164,0.86,0,8,1651,1,0,0
14.09,64024,11.32,0.212,0.467,0,8,2309,1,1,0
157.07,57267,44.59,0.124,0.679,1,10,87,0,0,0
59.17,7079,1.91,0.045,0.802,1,6,593,0,1,0
27.2,12914,17.13,0.058,1.0,0,9,398,0,1,0
185.1,39877,78.28,0.111,0.782,0,9,159,1,0,0
51.86,57551,5.28,0.146,0.927,0,13,475,1,0,0
26.86,15037,4.73,0.284,0.663,1,10,2163,0,0,0
168.2,54792,11.9,0.131,0.618,0,5,902,1,0,0
45.93,44650,7.8,0.22,0.598,1,3,683,1,0,0
44.35,18146,6.26,0.173,0.993,0,13,257,0,0,0
19.9,30428,74.81,0.491,0.781,1,12,463,1,0,0
28.21,41677,10.57,0.154,0.648,0,4,110,1,0,0
19.52,44868,1.54,0.049,0.596,0,13,359,1,0,0
85.78,1822,57.51,0.146,0.846,1,6,395,1,1,0
7.48,71340,14.87,0.207,0.452,0,8,435,1,1,0
57.28,84968,72.63,0.288,0.322,5,12,183,0,0,1
13.44,83839,11.45,0.38,0.878,1,8,1481,1,0,0
25.88,15461,68.4,0.233,0.8,0,13,117,1,0,0
21.41,79987,8.48,0.102,0.825,0,9,323,1,0,0
17.88,8662,27.17,0.049,1.0,0,5,548,1,0,0
47.08,22183,43.48,0.125,0.847,0,10,37,1,0,0
27.0,71673,6.79,0.302,0.916,0,6,782,1,0,0
15.89,39109,40.43,0.223,0.492,0,8,676,0,0,0
30.67,43211,39.29,0.338,0.841,2,11,166,1,0,0
15.54,73099,83.26,0.033,0.538,1,6,719,1,0,0
17.63,75129,64.04,0.223,0.786,0,10,287,1,0,0
8.18,45638,12.3,0.067,0.529,1,6,356,0,0,0
18.91,12891,22.32,0.271,0.922,0,8,1440,1,0,0
40.26,9912,64.85,0.076,0.905,0,13,175,1,0,0
27.93,14903,0.11,0.463,0.596,0,8,490,1,1,0
115.82,70540,24.68,0.297,0.737,0,14,835,0,0,0
219.26,68136,6.06,0.216,0.491,0,10,376,1,0,0
18.7,14282,33.56,0.148,0.644,0,6,1712,0,0,0
13.92,41702,39.8,0.322,0.736,0,13,391,1,0,0
66.94,22166,31.2,0.409,0.921,0,10,241,1,0,0
35.45,12096,138.53,0.173,0.925,0,13,332,1,0,0
67.27,16097,16.31,0.271,0.65,0,7,465,1,0,0
37.3,45982,20.6,0.107,1.0,0,9,316,1,0,0
23.21,2030,13.15,0.16,0.711,0,9,1378,0,0,0
23.31,5859,91.23,0.203,0.865,0,14,848,1,0,0
38.33,85027,64.02,0.279,0.7,0,6,247,1,0,0
22.9,72717,107.88,0.166,1.0,1,8,264,0,0,0
71.92,78751,104.81,0.17,0.817,0,8,3228,1,0,0
9.57,51380,56.45,0.137,0.614,0,8,2655,1,0,0
71.62,78126,66.8,0.074,0.652,0,7,289,1,1,0
33.5,47349,104.0,0.273,0.255,1,13,1173,1,0,1
30.45,21407,4.76,0.247,0.667,0,5,1065,1,0,0
20.8,76183,54.11,0.105,0.75,1,12,1033,1,0,0
8.06,86029,32.44,0.35,0.39,0,10,395,0,0,0
5.22,2126,51.98,0.54,0.365,0,11,105,0,0,0
11.27,20339,36.75,0.213,0.81,0,8,2650,1,1,0
28.12,5083,3.76,0.438,0.769,1,11,552,1,0,0
16.75,16248,62.09,0.204,0.936,0,12,1443,0,0,0
11.79,31545,36.88,0.429,0.874,0,9,434,1,0,0
79.98,6609,21.15,0.192,1.0,0,11,105,1,0,0
10.12,40446,19.0,0.049,0.745,0,14,78,1,0,0
46.68,43502,21.32,0.094,0.833,0,11,469,1,1,0
13.31,11378,12.37,0.247,0.661,0,12,959,1,0,0
11.04,27199,40.64,0.078,0.694,0,10,1961,1,0,0
16.73,27921,59.93,0.227,0.652,0,14,631,1,0,0
44.52,13617,7.29,0.058,0.721,0,13,867,1,0,0
9.05,25178,0.97,0.119,0.579,0,7,303,0,0,0
34.12,51983,5.67,0.093,0.748,1,13,567,0,0,0
12.57,29069,35.4,0.166,0.85,0,16,1399,0,0,0
14.52,79805,50.7,0.445,0.614,0,7,125,0,0,0
37.36,69197,10.71,0.558,0.785,0,12,3553,1,0,0
154.28,62188,4.13,0.264,0.645,1,15,395,1,0,0
13.08,11575,48.89,0.281,0.68,0,4,478,0,0,0
48.23,69645,6.04,0.232,0.757,0,7,96,0,0,0
21.11,43116,6.92,0.23,0.629,1,7,60,1,0,0
18.55,44869,2.43,0.581,0.93,0,6,271,1,0,0
63.89,26981,60.29,0.121,0.322,0,8,2864,1,0,0
13.81,45530,9.89,0.222,0.564,1,16,2295,1,0,0
10.77,34718,4.71,0.094,0.644,0,7,1154,1,0,0
39.18,52976,76.79,0.239,0.919,1,8,236,0,0,0
97.11,43512,10.22,0.05,0.774,0,10,425,1,0,0
49.4,19266,34.41,0.407,0.637,1,7,142,1,0,0
8.8,62336,6.55,0.235,0.715,0,6,683,1,1,0
16.57,38991,32.44,0.006,0.859,0,11,165,1,0,0
59.36,2010,6.6,0.098,0.49,0,6,442,0,0,0
96.05,493,25.38,0.227,0.499,0,12,126,1,0,0
32.56,51003,14.53,0.108,0.87,0,8,351,1,0,0
17.06,70914,40.08,0.087,0.827,0,7,923,1,0,0
101.17,47729,32.76,0.278,0.626,0,6,258,1,0,0
25.54,4943,68.52,0.239,0.536,0,9,689,1,0,0
16.7,10350,11.82,0.236,0.896,1,11,635,1,1,0
14.59,46901,35.09,0.097,0.588,0,4,3215,1,1,0
10.42,64271,86.72,0.458,0.567,0,12,265,1,0,0
261.61,56540,10.25,0.288,0.507,0,10,1353,0,0,0
84.5,60730,8.56,0.086,0.762,1,4,904,0,0,0
16.04,25994,36.64,0.232,0.815,0,10,183,0,0,0
108.36,13791,14.74,0.044,0.448,0,10,172,1,0,0
41.54,13335,12.71,0.168,0.715,0,5,892,0,1,0
39.62,28498,19.72,0.236,0.545,1,11,812,0,1,0
15.27,5791,68.54,0.056,0.661,1,8,964,1,0,0
17.97,27465,2.19,0.119,0.773,0,8,891,1,0,0
26.21,24816,15.67,0.057,0.733,0,2,47,0,0,0
91.89,13663,14.37,0.305,0.542,0,10,164,1,1,1
18.37,76630,53.77,0.139,0.433,0,9,82,1,0,0
27.21,2400,3.67,0.207,0.773,1,5,169,1,0,0
77.29,57437,2.35,0.162,1.0,0,5,1141,0,0,0
16.56,20394,82.94,0.206,0.542,0,9,1717,0,0,0
51.92,86068,20.72,0.485,0.519,0,9,143,0,0,0
5.22,12657,43.7,0.163,0.6,0,9,914,0,0,0
68.97,36736,15.88,0.082,0.78,0,9,168,1,0,0
13.19,15453,14.3,0.122,0.382,1,11,1062,1,0,0
30.09,35445,60.65,0.235,0.464,0,8,1197,1,0,0
37.53,60705,114.81,0.06,0.352,0,9,265,1,0,0
32.08,63292,24.09,0.119,0.753,0,7,675,0,0,0
24.89,84325,62.58,0.242,0.758,0,9,1908,0,0,0
10.04,10300,49.64,0.382,0.988,0,7,2424,1,0,0
13.31,24030,19.63,0.077,0.468,0,10,1986,0,0,0
60.17,17659,70.8,0.097,0.674,1,10,479,0,0,0
16.81,62005,5.89,0.394,0.809,0,8,130,1,0,0
24.96,31836,54.04,0.152,0.795,0,8,1367,0,0,0
8.22,34334,9.25,0.246,0.773,0,10,745,1,0,0
53.89,39065,0.77,0.107,0.533,1,10,417,0,0,0
9.43,27102,38.67,0.149,0.805,0,10,477,1,0,0
56.42,41875,66.49,0.093,0.942,0,14,468,1,0,0
11.59,54584,6.11,0.285,0.332,0,13,1609,1,0,0
61.04,4536,19.09,0.215,0.612,0,10,262,1,0,0
27.33,31335,34.59,0.274,0.756,0,11,417,1,0,0
17.34,21657,10.07,0.259,0.616,0,5,1313,0,1,0
97.55,71524,3.97,0.17,0.79,1,3,3039,0,0,0
25.66,55450,12.45,0.158,0.866,1,10,919,1,0,0
20.3,65079,15.25,0.105,1.0,0,7,49,0,1,0
56.11,42761,33.89,0.141,0.594,0,5,802,0,0,0
8.29,85713,5.54,0.215,0.457,0,3,440,1,0,0
3.59,67196,42.2,0.106,1.0,0,9,861,1,0,0
68.47,79248,17.44,0.206,0.639,0,7,633,1,0,0
13.89,38861,58.56,0.056,0.523,0,10,439,1,0,0
54.15,22841,20.86,0.129,1.0,0,7,107,1,0,0
28.13,83538,14.8,0.06,0.982,0,8,2960,1,1,0
10.68,49745,8.45,0.166,0.646,0,10,158,0,1,0
44.07,67606,2.81,0.272,0.239,1,11,984,1,0,0
